Marital_status,Application_mode,Application_order,Course,schedule_attendance,Previous_qualification,Previous_qualification_grade,Nationality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
married,Mature and International Students,High Preference,Basic Education,evening,High School Level,133.1,Portuguese,Low Educated,Unknown,Student,Student,115.5,no,no,no,yes,female,no,39,no,0,6,12,3,12.67,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
married,Mature and International Students,High Preference,Social Service,daytime,High School Level,133.1,Portuguese,Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,114.0,no,no,no,yes,female,no,44,no,2,8,11,8,11.88,0,0,6,7,6,12.33,0,12.7,3.7,-1.7,Non Dropout
single,Mature and International Students,High Preference,Informatics Engineering,evening,High School Level,130.0,Africa,Low Educated,High Educated,Unskilled Labor,Professional/Managerial,137.0,yes,no,no,yes,male,no,19,yes,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,135.0,Portuguese,Low Educated,Medium Educated,Service/Sales,Service/Sales,124.9,yes,no,no,yes,female,no,18,no,0,6,6,6,13.67,0,0,6,6,6,13.33,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,132.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Machine/Vehicle Operators,120.3,yes,no,no,yes,female,yes,18,no,0,7,7,7,13.75,0,0,8,9,8,14.48,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,135.0,Portuguese,Medium Educated,High Educated,Unskilled Labor,Professional/Managerial,134.3,yes,no,no,yes,female,no,19,no,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,115.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,111.5,yes,no,yes,no,female,no,19,no,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Prior Higher Education Holders,High Preference,Veterinary Nursing,evening,Specialized Technical,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,128.8,no,no,no,yes,female,no,21,no,7,10,12,8,12.88,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
single,General Admission Phases,Medium Preference,Animation and Multimedia Design,evening,High School Level,133.1,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Military,110.0,yes,no,no,yes,female,no,20,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Non Dropout
married,Mature and International Students,High Preference,Social Service,daytime,High School Level,130.0,Portuguese,Low Educated,Low Educated,Agriculture,Service/Sales,113.5,yes,no,no,yes,female,no,36,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
divorced,Mature and International Students,High Preference,Agronomy,evening,High School Level,133.1,Portuguese,Low Educated,Low Educated,Unskilled Labor,Agriculture,160.0,no,no,no,yes,female,no,43,no,13,18,19,18,14.63,0,10,13,14,13,14.23,1,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,123.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Machine/Vehicle Operators,117.4,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Transfers and Course Changes,High Preference,Communication Design,evening,High School Level,130.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,122.2,no,no,yes,yes,female,no,20,no,4,10,12,10,13.0,0,5,11,11,11,12.27,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,122.0,Portuguese,Low Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,118.2,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,113.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Professional/Managerial,106.7,yes,no,no,yes,female,no,20,no,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,111.0,Portuguese,High Educated,High Educated,Professional/Managerial,Professional/Managerial,108.2,yes,no,no,yes,female,no,20,no,2,7,9,6,13.27,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,133.1,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Professional/Managerial,107.0,yes,no,no,yes,female,no,20,no,0,7,12,6,11.67,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,142.0,Portuguese,Low Educated,Low Educated,Agriculture,Machine/Vehicle Operators,136.1,yes,no,no,yes,female,no,18,no,0,6,8,6,13.86,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,123.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,115.3,yes,no,no,yes,female,yes,18,no,0,5,9,3,13.0,0,0,5,11,3,11.0,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,131.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,139.8,yes,no,no,yes,female,no,19,no,0,5,6,5,13.4,0,0,5,5,5,12.8,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,Medium Preference,Journalism and Communication,evening,High School Level,158.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,157.0,yes,no,no,yes,female,no,18,no,0,6,6,6,12.67,0,0,6,7,6,12.57,0,10.8,1.4,1.74,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,122.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,131.0,yes,no,no,yes,female,no,18,no,0,7,7,6,12.52,1,0,7,7,6,12.52,1,7.6,2.6,0.32,Dropout
single,Transfers and Course Changes,High Preference,Nursing,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Service/Sales,100.0,no,no,no,yes,female,no,20,no,0,7,11,6,11.62,0,0,7,7,7,13.0,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,154.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,140.4,yes,no,no,yes,female,yes,20,no,0,6,13,2,10.0,0,0,6,12,4,10.75,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,120.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,113.4,no,no,no,yes,female,no,20,no,0,5,11,3,10.33,0,0,5,10,3,10.67,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,140.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,137.0,no,no,no,yes,female,no,18,no,0,5,12,5,13.14,2,0,5,6,5,11.4,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,127.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Service/Sales,121.8,no,no,no,yes,female,no,18,no,0,5,5,5,12.6,0,0,5,5,5,14.0,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,133.1,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Service/Sales,131.0,yes,no,no,yes,female,no,21,no,0,6,12,3,11.0,0,0,6,12,2,11.0,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,120.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Machine/Vehicle Operators,118.6,yes,no,no,yes,female,no,19,no,0,5,8,5,10.8,0,0,5,9,4,11.25,2,16.2,0.3,-0.92,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,137.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Unskilled Labor,122.3,no,no,no,yes,female,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,131.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,127.9,no,no,no,yes,female,yes,19,no,0,5,5,5,12.8,0,0,5,5,5,14.2,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,130.0,Portuguese,Medium-Low Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,121.3,yes,no,no,yes,female,no,19,no,0,6,15,6,14.17,0,0,6,13,6,12.2,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,Low Preference,Oral Hygiene,evening,High School Level,122.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Service/Sales,117.1,yes,no,no,yes,female,no,19,no,0,7,12,5,12.1,0,0,7,0,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Prior Higher Education Holders,High Preference,Veterinary Nursing,evening,Specialized Technical,160.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,160.0,yes,no,no,yes,female,no,20,no,1,6,7,6,14.17,0,1,6,17,5,13.78,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,146.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Professional/Managerial,145.3,yes,no,no,yes,female,yes,18,no,0,6,8,5,12.8,0,0,6,7,5,13.4,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,Medium Preference,Social Service,evening,High School Level,131.0,Portuguese,Medium Educated,High Educated,Service/Sales,Professional/Managerial,122.6,yes,no,no,yes,female,no,18,no,0,6,7,6,13.0,0,0,6,6,6,13.67,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,132.0,Portuguese,Medium Educated,Low Educated,Machine/Vehicle Operators,Unskilled Labor,128.0,yes,no,no,yes,female,no,19,no,0,7,7,7,13.47,0,0,8,9,8,15.01,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,138.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Service/Sales,Machine/Vehicle Operators,124.9,yes,no,no,yes,female,yes,18,no,0,7,9,7,13.24,0,0,8,9,7,13.74,0,13.9,-0.3,0.79,Dropout
single,General Admission Phases,High Preference,Communication Design,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,123.7,yes,no,no,yes,female,no,18,no,0,6,6,6,12.33,0,0,6,6,6,13.0,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,Medium Preference,Management,evening,High School Level,126.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Machine/Vehicle Operators,120.1,yes,no,no,yes,female,no,19,no,0,5,7,5,12.4,0,0,5,5,5,14.6,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Low Preference,Nursing,evening,High School Level,148.0,Portuguese,Medium Educated,Medium-Low Educated,Professional/Managerial,Professional/Managerial,131.7,yes,no,no,yes,female,no,19,no,0,7,8,5,14.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Transfers and Course Changes,High Preference,Social Service,evening,High School Level,130.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,133.2,no,no,no,yes,female,no,20,no,5,9,15,9,11.67,0,2,7,8,7,11.71,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,117.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Unskilled Labor,109.3,no,no,yes,no,female,yes,19,no,0,6,7,5,12.0,0,0,6,9,4,12.5,0,12.4,0.5,1.79,Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,120.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Service/Sales,Service/Sales,113.0,yes,no,no,yes,female,no,20,no,0,5,7,4,12.2,0,0,5,5,4,11.5,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Journalism and Communication,evening,High School Level,153.0,Portuguese,Medium Educated,Medium Educated,Professional/Managerial,Skilled Labor,157.9,no,no,yes,yes,female,yes,18,no,0,6,6,6,14.83,0,0,6,6,6,14.83,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,117.0,Portuguese,Medium-Low Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,112.1,no,no,no,yes,female,yes,20,no,0,7,9,5,13.19,0,0,8,9,7,12.89,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,178.0,Portuguese,Medium-Low Educated,Medium Educated,Professional/Managerial,Machine/Vehicle Operators,174.7,no,no,no,yes,female,no,18,no,0,7,8,7,17.12,0,0,8,8,8,17.59,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,129.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,128.8,yes,no,no,yes,female,no,19,no,0,7,7,6,12.67,0,0,7,7,6,12.67,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,Low Preference,Journalism and Communication,evening,High School Level,116.0,Portuguese,Medium-Low Educated,Medium Educated,Professional/Managerial,Professional/Managerial,110.1,yes,no,no,yes,female,yes,19,no,0,6,8,6,12.67,0,0,6,10,5,12.0,0,12.4,0.5,1.79,Non Dropout
single,Transfers and Course Changes,High Preference,Management,evening,High School Level,99.0,Portuguese,High Educated,Medium Educated,Professional/Managerial,Professional/Managerial,99.7,yes,no,yes,no,female,no,22,no,0,5,8,0,0.0,0,0,5,7,0,0.0,0,8.9,1.4,3.51,Non Dropout
single,General Admission Phases,Medium Preference,Social Service,evening,High School Level,135.0,Portuguese,Medium Educated,Medium Educated,Unskilled Labor,Military,121.0,yes,no,no,yes,female,yes,19,no,0,6,7,6,11.33,0,0,6,6,6,11.5,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,Medium Preference,Nursing,evening,High School Level,141.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Machine/Vehicle Operators,131.7,yes,no,no,yes,female,yes,19,no,0,7,10,7,13.6,0,0,8,11,8,12.33,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,Medium Preference,Basic Education,evening,High School Level,132.0,Portuguese,Low Educated,Low Educated,Service/Sales,Agriculture,119.1,yes,no,no,yes,female,yes,19,no,0,6,10,5,12.0,0,0,6,9,5,10.8,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,Medium Preference,Tourism,evening,High School Level,132.0,Portuguese,Medium Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,124.7,yes,no,no,yes,female,no,19,no,0,5,10,0,0.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,High Preference,Tourism,evening,High School Level,113.0,Portuguese,Medium Educated,Low Educated,Unskilled Labor,Military,117.2,yes,no,no,yes,female,no,20,no,0,6,8,5,11.2,0,0,6,12,3,11.67,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,134.0,Portuguese,High Educated,Medium-Low Educated,Professional/Managerial,Military,128.8,no,no,no,yes,female,no,18,no,0,5,10,5,13.38,0,0,5,9,5,14.17,0,13.9,-0.3,0.79,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,136.0,Portuguese,Medium Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,131.5,no,no,no,yes,female,yes,20,no,0,7,8,6,13.86,0,0,8,9,7,14.18,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Animation and Multimedia Design,evening,High School Level,136.0,Portuguese,High Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,121.7,yes,no,no,yes,female,no,18,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Veterinary Nursing,evening,High School Level,129.0,Portuguese,Medium Educated,Low Educated,Professional/Managerial,Machine/Vehicle Operators,123.4,no,no,no,yes,female,no,19,no,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,138.0,Portuguese,Low Educated,Low Educated,Machine/Vehicle Operators,Agriculture,124.7,yes,no,no,yes,female,no,18,no,0,6,11,3,12.33,0,0,6,10,5,10.83,0,9.4,-0.8,-3.12,Non Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,137.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,132.8,yes,no,no,yes,female,no,18,no,0,6,7,6,13.33,0,0,6,8,5,11.8,0,7.6,2.6,0.32,Non Dropout
single,Transfers and Course Changes,High Preference,Basic Education,evening,High School Level,115.0,Portuguese,High Educated,Low Educated,Professional/Managerial,Service/Sales,108.7,yes,no,no,yes,female,no,21,no,0,6,10,3,12.67,0,0,6,12,3,10.0,0,9.4,-0.8,-3.12,Dropout
single,General Admission Phases,High Preference,Basic Education,evening,High School Level,129.0,Portuguese,Low Educated,Low Educated,Agriculture,Agriculture,138.1,no,no,no,yes,female,no,19,no,0,6,8,6,12.0,0,0,6,10,4,11.5,0,7.6,2.6,0.32,Dropout
single,General Admission Phases,High Preference,Management,evening,High School Level,131.0,Portuguese,Low Educated,Low Educated,Unskilled Labor,Unskilled Labor,126.5,no,no,no,yes,female,yes,18,no,0,5,5,5,10.6,0,0,5,5,5,11.8,0,12.4,0.5,1.79,Non Dropout
single,General Admission Phases,High Preference,Social Service,evening,High School Level,133.0,Portuguese,Medium Educated,Low Educated,Machine/Vehicle Operators,Unskilled Labor,127.4,yes,no,no,yes,female,yes,18,no,0,6,8,6,12.25,0,0,6,7,6,11.86,0,12.7,3.7,-1.7,Non Dropout
single,General Admission Phases,Medium Preference,Social Service,evening,High School Level,125.0,Portuguese,Medium-Low Educated,Medium Educated,Unskilled Labor,Military,123.6,yes,no,no,yes,female,no,20,no,0,6,10,4,11.0,0,0,6,9,6,11.83,0,9.4,-0.8,-3.12,Non Dropout
single,Mature and International Students,High Preference,Social Service,daytime,High School Level,120.0,Portuguese,Medium Educated,Medium-Low Educated,Agriculture,Machine/Vehicle Operators,122.0,no,no,no,yes,female,yes,24,no,0,6,11,5,11.0,0,0,6,9,5,12.6,0,11.1,0.6,2.02,Non Dropout
single,General Admission Phases,High Preference,Advertising and Marketing Management,evening,High School Level,128.0,Portuguese,Medium-Low Educated,Medium Educated,Professional/Managerial,Professional/Managerial,118.2,no,no,no,yes,female,no,19,no,0,6,6,6,13.17,0,0,6,9,6,13.0,0,10.8,1.4,1.74,Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,127.0,Portuguese,Medium-Low Educated,Low Educated,Unskilled Labor,Machine/Vehicle Operators,123.9,yes,no,no,yes,female,yes,18,no,0,7,9,7,12.86,0,0,8,12,7,12.76,0,15.5,2.8,-4.06,Non Dropout
single,General Admission Phases,High Preference,Nursing,evening,High School Level,134.0,Portuguese,Medium-Low Educated,Medium-Low Educated,Unskilled Labor,Unskilled Labor,125.8,yes,no,no,yes,female,no,18,no,0,7,8,7,14.92,0,0,8,8,8,15.36,0,15.5,2.8,-4.06,Non Dropout
